100
0.0	3.0
1.0	13.0
2.0	83.0
3.0	273.0
4.0	643.0
5.0	1253.0
6.0	2163.0
7.0	3433.0
8.0	5123.0
9.0	7293.0
10.0	10003.0
11.0	13313.0
12.0	17283.0
13.0	21973.0
14.0	27443.0
15.0	33753.0
16.0	40963.0
17.0	49133.0
18.0	58323.0
19.0	68593.0
20.0	80003.0
21.0	92613.0
22.0	106483.0
23.0	121673.0
24.0	138243.0
25.0	156253.0
26.0	175763.0
27.0	196833.0
28.0	219523.0
29.0	243893.0
30.0	270003.0
31.0	297913.0
32.0	327683.0
33.0	359373.0
34.0	393043.0
35.0	428753.0
36.0	466563.0
37.0	506533.0
38.0	548723.0
39.0	593193.0
40.0	640003.0
41.0	689213.0
42.0	740883.0
43.0	795073.0
44.0	851843.0
45.0	911253.0
46.0	973363.0
47.0	1038233.0
48.0	1105923.0
49.0	1176493.0
50.0	1250003.0
51.0	1326513.0
52.0	1406083.0
53.0	1488773.0
54.0	1574643.0
55.0	1663753.0
56.0	1756163.0
57.0	1851933.0
58.0	1951123.0
59.0	2053793.0
60.0	2160003.0
61.0	2269813.0
62.0	2383283.0
63.0	2500473.0
64.0	2621443.0
65.0	2746253.0
66.0	2874963.0
67.0	3007633.0
68.0	3144323.0
69.0	3285093.0
70.0	3430003.0
71.0	3579113.0
72.0	3732483.0
73.0	3890173.0
74.0	4052243.0
75.0	4218753.0
76.0	4389763.0
77.0	4565333.0
78.0	4745523.0
79.0	4930393.0
80.0	5120003.0
81.0	5314413.0
82.0	5513683.0
83.0	5717873.0
84.0	5927043.0
85.0	6141253.0
86.0	6360563.0
87.0	6585033.0
88.0	6814723.0
89.0	7049693.0
90.0	7290003.0
91.0	7535713.0
92.0	7786883.0
93.0	8043573.0
94.0	8305843.0
95.0	8573753.0
96.0	8847363.0
97.0	9126733.0
98.0	9411923.0
99.0	9702993.0
